landmark,pp1,ss1,pp2,ss2,frame
SPEED,612,-,,219,2530
WATTS,662,,EE2,23_,2530
CADENCE,59,1_11,65,59,2530
DISTANCE,0.36,-,0.36,03_,2530
TIME,0.1:15,-,01 15,011_,2530
CALORIES,,,,8,2530
SPEED,612,-,61.2,219,2531
WATTS,,,EE2,23_,2531
CADENCE,59,11,55,59,2531
DISTANCE,0.36,-,960,03_,2531
TIME,01:15,-,01.15,0115,2531
CALORIES,,,,8,2531
SPEED,612,8,51.2,_19,2532
WATTS,EE2,,233,23_,2532
CADENCE,59,_11_,,59,2532
DISTANCE,0.36,-,036,036,2532
TIME,0.1:15,-,01.15,0115,2532
CALORIES,,,,8,2532
SPEED,612,-,TL,219,2533
WATTS,EE2,233,EE2,233,2533
CADENCE,59,9,59,59,2533
DISTANCE,0.36,-,960,03e,2533
TIME,0.1:15,-,0.1:15,01115,2533
CALORIES,,,,8,2533
SPEED,612,-,TL,219,2534
WATTS,,,233,23_,2534
CADENCE,59,11,65,59,2534
DISTANCE,0.36,-,036,03_,2534
TIME,0.1:15,-,01.15,0115,2534
CALORIES,,,,8,2534
SPEED,612,-,,219,2535
WATTS,EE2,,EE2,23_,2535
CADENCE,59,11,65,59,2535
DISTANCE,0.36,-,035,0_,2535
TIME,0.1:15,-,0.1.15,0115,2535
CALORIES,,,,8,2535
SPEED,612,-,612,_19,2536
WATTS,E62,,233,23_,2536
CADENCE,59,111,65,59,2536
DISTANCE,0.36,-,960,03_,2536
TIME,0.1:15,-,0.115,0115,2536
CALORIES,,,,8,2536
SPEED,612,-,2,219,2537
WATTS,EE2,233,EE2,233,2537
CADENCE,65,11,55,59,2537
DISTANCE,0.36,-,960,03e,2537
TIME,0.1:15,-,51.1.0,01115,2537
CALORIES,,,,8,2537
SPEED,612,-1,,2191,2538
WATTS,EE2,,EE2,23_,2538
CADENCE,59,_1,55,59,2538
DISTANCE,0.36,-,9E0,0_,2538
TIME,0.1:15,-,01.15,0115,2538
CALORIES,,,,8,2538
SPEED,2.1.9,-,61.2,219,2539
WATTS,233,233,EE2,233,2539
CADENCE,65,1_111,55,59,2539
DISTANCE,0.36,-,960,03_,2539
TIME,0.1:15,-,01.5,0115,2539
CALORIES,,,,8,2539
SPEED,612,-,,_19,2540
WATTS,EE2,233,EE2,233,2540
CADENCE,59,1,65,59,2540
DISTANCE,0.36,-,960,03_,2540
TIME,0.1:15,-,01.15,0115,2540
CALORIES,,,,8,2540
SPEED,612,-,,219,2541
WATTS,662,,EE2,23_,2541
CADENCE,59,11,55,59,2541
DISTANCE,0.36,-,960,03_,2541
TIME,0.1:15,-,,0115,2541
CALORIES,,,,8,2541
SPEED,612,-,51.2,219,2542
WATTS,,,EE2,23_,2542
CADENCE,59,11,65,59,2542
DISTANCE,0.36,-,960,03_,2542
TIME,0.1:15,-,0.1.15,0115,2542
CALORIES,,,,8,2542
SPEED,612,-,2,219,2543
WATTS,662,,662,23_,2543
CADENCE,65,,65,59,2543
DISTANCE,0.36,-,960,03_,2543
TIME,0.1:15,-,0.1.15,l11115,2543
CALORIES,,,,8,2543
SPEED,612,-,2,219,2544
WATTS,EE2,233,EE2,23_,2544
CADENCE,59,,59,59,2544
DISTANCE,0.36,-,960,03_,2544
TIME,01:15,-,01.15,0115,2544
CALORIES,,,,8,2544
SPEED,612,-,2,219,2545
WATTS,,,EE2,23_,2545
CADENCE,59,1,65,59,2545
DISTANCE,0.36,-,960,03_,2545
TIME,0.1:15,-,51.1.0,01115,2545
CALORIES,,,,8,2545
SPEED,612,-,51.2,219,2546
WATTS,662,,EE2,23_,2546
CADENCE,59,1__,65,99,2546
DISTANCE,0.36,-,9E0,03_,2546
TIME,0.1:15,-,01.15,0115,2546
CALORIES,,, 1,8,2546
SPEED,612,-,2,219,2547
WATTS,EEZ,,233,23_,2547
CADENCE,65,111,55,59,2547
DISTANCE,0.36,-,960,0_,2547
TIME,0.1:15,-,51:10,01115,2547
CALORIES,,,,8,2547
SPEED,612,-,51.2,219,2548
WATTS,662,,233,23_,2548
CADENCE,59,1__11,95,99,2548
DISTANCE,0.36,-,960,03_,2548
TIME,0.1:15,-,01.15,01115,2548
CALORIES,,,F,8,2548
SPEED,2.1.9,-,,218,2549
WATTS,233,2_1,622,2_9,2549
CADENCE,59,111,59,59,2549
DISTANCE,0.36,-,960,03_,2549
TIME,0.1:15,-,0.1.5,0115,2549
CALORIES,,,,8,2549
SPEED,912,-,61.2,218,2550
WATTS,,,602,2__,2550
CADENCE,59,__1,95,58,2550
DISTANCE,0.36,-,960,__,2550
TIME,0.1:15,-,51.10,0115,2550
CALORIES,,,,8,2550
SPEED,912,-,012,218,2551
WATTS,,,389,2__,2551
CADENCE,58,1,51,58,2551
DISTANCE,0.36,-,560,036,2551
TIME,01:15,-,01.5,0115,2551
CALORIES,,,,8,2551
SPEED,912,-,1.8,_18,2552
WATTS,,,,22_,2552
CADENCE,58,_1,58,58,2552
DISTANCE,0.36,-,560,0_,2552
TIME,0.1:15,-,51:10,01115,2552
CALORIES,,,,8,2552
SPEED,2.1.6,-,2.15,216,2553
WATTS,,,224,22_,2553
CADENCE,58,_1,58,58,2553
DISTANCE,0.36,-,9E0,0_,2553
TIME,0.1:15,-,15,0115,2553
CALORIES,,,,8,2553
SPEED,912,-,91.2,216,2554
WATTS,224,2_1,224,22_,2554
CADENCE,58,1,58,58,2554
DISTANCE,0.36,-,9E0,0_,2554
TIME,0.1:15,-,51.1.0,01115,2554
CALORIES,,,,8,2554
SPEED,2.1.6,-,51.2,216,2555
WATTS,,,,22_,2555
CADENCE,58,_11,58,58,2555
DISTANCE,0.36,-,960,03_,2555
TIME,0.1:15,-,51.10,0115,2555
CALORIES,,,,8,2555
SPEED,912,-,2.16,216,2556
WATTS,,,,22_,2556
CADENCE,58,1_11,58,58,2556
DISTANCE,0.36,-,960,036,2556
TIME,0.1:15,-,01.15,0115,2556
CALORIES,,,,8,2556
SPEED,912,-,2,216,2557
WATTS,224,221,,221,2557
CADENCE,58,1_1,38,98,2557
DISTANCE,0.36,-,9E0,03e,2557
TIME,0.1:15,-,51.10,0115,2557
CALORIES,,,,8,2557
SPEED,2.1.6,-,91.2,216,2558
WATTS,224,221,224,22_,2558
CADENCE,58,,85,58,2558
DISTANCE,0.36,-,960,0_,2558
TIME,0.1:15,-,0 1.15,u1115,2558
CALORIES,,,,8,2558
SPEED,2.1.6,-,91.2,216,2559
WATTS,,,,22_,2559
CADENCE,58,_1111,58,58,2559
DISTANCE,0.36,-,960,036,2559
TIME,0.1:15,-,01.15,0115,2559
CALORIES,,,,8,2559
SPEED,912,-1,21.5,2161,2560
WATTS,,,,22_,2560
CADENCE,58,__1,,98,2560
DISTANCE,0.36,-,035,0_,2560
TIME,0.1:15,-,01: 15,01115,2560
CALORIES,,,,8,2560
SPEED,912,-,51.2,216,2561
WATTS,224,221,,221,2561
CADENCE,58,_1,58,158,2561
DISTANCE,5E0,-,5E0,08,2561
TIME,0.1:16,-,16,0_16,2561
CALORIES,,,,8,2561
SPEED,2.1.6,-,21.6,216,2562
WATTS,,,224,22_,2562
CADENCE,58,1,85,158,2562
DISTANCE,0.37,-,LED,037,2562
TIME,0.1:16,-,01.,0116,2562
CALORIES,,,,8,2562
SPEED,912,-,31.2,216,2563
WATTS,,,22.,22_,2563
CADENCE,58,__,58,158,2563
DISTANCE,0.37,-,LE0,03_,2563
TIME,0.1:16,-,01,0116,2563
CALORIES,,,,8,2563
SPEED,2.1.6,-1,91.2,2161,2564
WATTS,,,224,22_,2564
CADENCE,58,_,58,58,2564
DISTANCE,LED,-,LE0,0_,2564
TIME,0.1:16,-,01.,0116,2564
CALORIES,,,,8,2564
SPEED,2.1.6,-,2.16,216,2565
WATTS,224,221,224,221,2565
CADENCE,58,,58,58,2565
DISTANCE,0.37,-,037,03_,2565
TIME,0.1:16,,10,0116,2565
CALORIES,,,,8,2565
SPEED,912,-,2.16,216,2566
WATTS,,,,22_,2566
CADENCE,58,,50,58,2566
DISTANCE,0.37,-,LE0,0_,2566
TIME,0.1:16,-,01.16,0116,2566
CALORIES,,,,8,2566
SPEED,912,-,31.2,216,2567
WATTS,,,,22_,2567
CADENCE,58,_1,53,58,2567
DISTANCE,0.37,-,LE0,03_,2567
TIME,0.1:16,-,01,0116,2567
CALORIES,,,,8,2567
SPEED,2.1.6,-,11.6,_16,2568
WATTS,,,,22_,2568
CADENCE,58,1,65,58,2568
DISTANCE,0.37,-,LE0,03_,2568
TIME,0.1:16,-,0 1.,0_16,2568
CALORIES,,,,8,2568
SPEED,2.1.6,-,2.16,216,2569
WATTS,,,221,22_,2569
CADENCE,58,_111,85,58,2569
DISTANCE,0.37,-,LED,03_,2569
TIME,0.1:16,-,01.16,0116,2569
CALORIES,,,,8,2569
SPEED,912,-,2,216,2570
WATTS,224,221,,221,2570
CADENCE,58,11,58,58,2570
DISTANCE,0.37,-,LE0,03_,2570
TIME,0.1:16,-,01.16,0116,2570
CALORIES,,,,8,2570
SPEED,912,-,91.2,216,2571
WATTS,,,,22_,2571
CADENCE,58,,58,58,2571
DISTANCE,LED,___,0.37,037,2571
TIME,0.1:16,-,0 1.16,0116,2571
CALORIES,,,,8,2571
SPEED,912,-,216,216,2572
WATTS,,,22,22_,2572
CADENCE,58,_1,58,58,2572
DISTANCE,LED,-,LE0,03_,2572
TIME,0.1:16,-,01.15,0116,2572
CALORIES,,,,8,2572
SPEED,2.1.6,-,51.2,216,2573
WATTS,224,221,224,22_,2573
CADENCE,58,,15,58,2573
DISTANCE,0.37,-,037,03_,2573
TIME,0.1:16,-,01.16,0116,2573
CALORIES,,,,8,2573
SPEED,2.1.6,-,91.2,216,2574
WATTS,,,,22_,2574
CADENCE,58,,58,58,2574
DISTANCE,LED,-,LEO,0_,2574
TIME,0.1:16,-,01 1,0116,2574
CALORIES,,,,8,2574
SPEED,912,-,21.6,216,2575
WATTS,,,,22_,2575
CADENCE,58,1,58,58,2575
DISTANCE,LED,-,LED,03_,2575
TIME,0.1:16,-,0.1.16,0116,2575
CALORIES,,,,8,2575
SPEED,912,n,91.2,_16,2576
WATTS,,,,22_,2576
CADENCE,58,1,58,58,2576
DISTANCE,LED,-,LE0,03_,2576
TIME,0.1:16,-,16,0116,2576
CALORIES,,,,8,2576
SPEED,912,-,51.2,216,2577
WATTS,,,,22_,2577
CADENCE,58,1,85,58,2577
DISTANCE,0.37,-,LED,0_,2577
TIME,0.1:16,-,0 1:1,01116,2577
CALORIES,,,,8,2577
SPEED,912,-,2,216,2578
WATTS,294,221,324,221,2578
CADENCE,58,1_111,58,58,2578
DISTANCE,0.37,-,LED,0_,2578
TIME,0.1:16,-,01.16,0116,2578
CALORIES,,,,8,2578
SPEED,912,-,51.2,216,2579
WATTS,,,,22_,2579
CADENCE,58,_1,58,58,2579
DISTANCE,LED,-,LED,0_,2579
TIME,0.1:16,-,16,0116,2579
CALORIES,,,,8,2579
SPEED,912,-1,,2161,2580
WATTS,,,221,22_,2580
CADENCE,58,_,58,58,2580
DISTANCE,0.37,-,LE0,0_,2580
TIME,0.1:16,-,0.1.16,0116,2580
CALORIES,,,,8,2580
SPEED,2.1.6,-,2.16,216,2581
WATTS,,,221.,22_,2581
CADENCE,58,,58,58,2581
DISTANCE,LED,-,0.37,03_,2581
TIME,0.1:16,-,70,0116,2581
CALORIES,,,,8,2581
SPEED,2.1.6,-,91.2,216,2582
WATTS,,,,22_,2582
CADENCE,58,_11,85,58,2582
DISTANCE,0.37,-,LEO,037,2582
TIME,01:16,-,01.1,0116,2582
CALORIES,,,,8,2582
SPEED,912,-,21.6,216,2583
WATTS,,,,22_,2583
CADENCE,58,_11,58,58,2583
DISTANCE,LED,-,037,03_,2583
TIME,0.1:16,-,01.1,0116,2583
CALORIES,,,,8,2583
SPEED,912,-,,216,2584
WATTS,,,,22_,2584
CADENCE,58,_111,85,58,2584
DISTANCE,LED,-,LE0,03_,2584
TIME,0.1:16,-,0.1.16,0116,2584
CALORIES,,,,8,2584
SPEED,912,-,2.15,216,2585
WATTS,,,,22_,2585
CADENCE,58,_,58,58,2585
DISTANCE,0.37,-,LE0,033,2585
TIME,0.1:16,-,01.16,0116,2585
CALORIES,,,,8,2585
SPEED,912,-,31.2,216,2586
WATTS,,,,22_,2586
CADENCE,58,_1,58,58,2586
DISTANCE,0.37,-,LEO,03_,2586
TIME,0.1:16,-,01.16,0116,2586
CALORIES,,,,8,2586
SPEED,912,-,216,216,2587
WATTS,,,,22_,2587
CADENCE,58,1,58,58,2587
DISTANCE,LED,-,LE0,03_,2587
TIME,0.1:16,-,01.15,0116,2587
CALORIES,,,,8,2587
SPEED,912,-,31.2,216,2588
WATTS,,,,22_,2588
CADENCE,58,1_11,58,58,2588
DISTANCE,0.37,-,LEO,03_,2588
TIME,07:16,-,01.16,0116,2588
CALORIES,,,,8,2588
SPEED,912,-,31.2,216,2589
WATTS,224,221,,221,2589
CADENCE,58,1,58,58,2589
DISTANCE,0.37,-,LED,03_,2589
TIME,0.1:16,-,01.16,011_,2589
CALORIES,,,,8,2589
SPEED,2.1.6,-,91.2,216,2590
WATTS,,,22.,22_,2590
CADENCE,58,,58,58,2590
DISTANCE,0.37,-,0.37,037,2590
TIME,01:1,-,,01117,2590
CALORIES,,,,8,2590
SPEED,2.1.6,-,31.2,216,2591
WATTS,224,221,,221,2591
CADENCE,58,_,58,58,2591
DISTANCE,LED,-,037,037,2591
TIME,01:17,,01.17,0117,2591
CALORIES,,,,8,2591
SPEED,912,-,216,216,2592
WATTS,,,,22_,2592
CADENCE,58,1,58,58,2592
DISTANCE,0.37,-,LEO,0_,2592
TIME,01:17,-,0.1:17,01117,2592
CALORIES,,,,8,2592
SPEED,912,-,,216,2593
WATTS,,,,22_,2593
CADENCE,58,,58,58,2593
DISTANCE,0.37,-,LED,03_,2593
TIME,01:17,-,01:17,01117,2593
CALORIES,,,,8,2593
SPEED,2.1.6,-,7.15,_16,2594
WATTS,,,22.,22_,2594
CADENCE,58,,58,58,2594
DISTANCE,LED,-,LE0,033,2594
TIME,01:17,-,01.17,0117,2594
CALORIES,,,,8,2594
SPEED,912,-,16,_16,2595
WATTS,,,,22_,2595
CADENCE,58,,85,58,2595
DISTANCE,0.37,-,LE0,037,2595
TIME,01:17,,,01117,2595
CALORIES,,,,8,2595
SPEED,2.1.6,-,TH,216,2596
WATTS,,,224,22_,2596
CADENCE,58,1111,58,58,2596
DISTANCE,LED,-,LED,03_,2596
TIME,01:17,,01:,n1117,2596
CALORIES,,,,8,2596
SPEED,912,-,2.15,216,2597
WATTS,224,221,,221,2597
CADENCE,58,,85,58,2597
DISTANCE,LED,-,LE0,033,2597
TIME,01:17,-,01.17,0117,2597
CALORIES,,,,8,2597
SPEED,912,-,2.15,216,2598
WATTS,,,,22_,2598
CADENCE,58,1_1,58,58,2598
DISTANCE,0.37,-,0.37,03_,2598
TIME,01:17,,0.1:17,01117,2598
CALORIES,,,,8,2598
SPEED,2.1.6,-,21.6,216,2599
WATTS,,,,2__,2599
CADENCE,58,1111,53,58,2599
DISTANCE,LED,-,LE0,03_,2599
TIME,01:17,,01.17,0117,2599
CALORIES,,,,8,2599
